iter	Passed	Remaining
399	56325	366113
400	56459	365929
401	56594	365752
402	56732	365595
403	56867	365419
404	57011	365293
405	57141	365086
406	57288	364987
407	57424	364816
408	57563	364663
409	57711	364568
410	57853	364437
411	57990	364268
412	58135	364155
413	58277	364021
414	58410	363836
415	58558	363737
416	58699	363596
417	58830	363399
418	58973	363270
419	59121	363176
420	59256	362995
421	59405	362906
422	59543	362749
423	59675	362555
424	59820	362442
425	59960	362294
426	60106	362185
427	60243	362024
428	60374	361823
429	60523	361734
430	60669	361626
431	60803	361442
432	60933	361239
433	61068	361064
434	61205	360902
435	61337	360707
436	61475	360553
437	61615	360410
438	61759	360288
439	61894	360113
440	62032	359957
441	62162	359755
442	62301	359605
443	62440	359455
444	62583	359325
445	62719	359160
446	62856	359001
447	62998	358865
448	63140	358732
449	63268	358520
450	63400	358334
451	63540	358189
452	63684	358064
453	63825	357926
454	63964	357778
455	64105	357639
456	64236	357446
457	64366	357246
458	64498	357061
459	64643	356946
460	64776	356763
461	64913	356604
462	65046	356420
463	65190	356299
464	65326	356132
465	65465	355987
466	65601	355820
467	65746	355708
468	65880	355529
469	66025	355411
470	66171	355304
471	66303	355119
472	66445	354986
473	66583	354829
474	66716	354651
475	66854	354498
476	66988	354323
477	67124	354161
478	67257	353979
479	67399	353845
480	67537	353695
481	67667	353500
482	67801	353325
483	67941	353182
484	68078	353025
485	68215	352865
486	68355	352727
487	68494	352579
488	68630	352417
489	68767	352258
490	68902	352092
491	69040	351935
492	69176	351773
493	69312	351612
494	69446	351440
495	69577	351252
496	69713	351089
497	69849	350929
498	69997	350827
499	70133	350668
500	70270	350509
501	70399	350312
502	70537	350163
503	70669	349983
504	70800	349794
505	70940	349656
506	71081	349521
507	71219	349367
508	71356	349213
509	71493	349057
510	71632	348912
511	71768	348751
512	71906	348600
513	72042	348438
514	72192	348344
515	72334	348215
516	72485	348128
517	72618	347952
518	72753	347787
519	72897	347663
520	73032	347501
521	73163	347316
522	73302	347171
523	73440	347019
524	73581	346883
525	73721	346743
526	73858	346590
527	73991	346413
528	74131	346272
529	74261	346087
530	74399	345938
531	74547	345832
532	74689	345700
533	74840	345611
534	75015	345630
535	75154	345484
536	75288	345315
537	75426	345168
538	75564	345017
539	75702	344867
540	75842	344727
541	75988	344611
542	76120	344435
543	76270	344337
544	76407	344185
545	76535	343990
546	76672	343835
547	76828	343765
548	76966	343614
549	77101	343452
550	77242	343317
551	77379	343161
552	77522	343035
553	77664	342899
554	77807	342771
555	77939	342598
556	78071	342420
557	78209	342271
558	78347	342123
559	78485	341971
560	78621	341815
561	78765	341690
562	78907	341557
563	79045	341409
564	79182	341257
565	79322	341113
566	79467	340994
567	79595	340802
568	79733	340655
569	79869	340497
570	80005	340339
571	80146	340203
572	80279	340032
573	80421	339899
574	80558	339746
575	80693	339585
576	80828	339421
577	80964	339265
578	81105	339130
579	81243	338981
580	81380	338826
581	81520	338688
582	81657	338535
583	81798	338398
584	81929	338222
585	82064	338060
586	82198	337895
587	82337	337752
588	82487	337653
589	82632	337533
590	82781	337429
591	82917	337270
592	83048	337094
593	83184	336937
594	83322	336789
595	83456	336627
596	83597	336490
597	83739	336359
598	83889	336257
599	84024	336096
600	84162	335949
601	84294	335778
602	84429	335619
603	84567	335468
604	84704	335318
605	84836	335144
606	84967	334969
607	85100	334802
608	85245	334681
609	85384	334540
610	85529	334417
611	85670	334281
612	85814	334158
613	85951	334008
614	86089	333858
615	86222	333692
616	86356	333530
617	86506	333426
618	86641	333268
619	86776	333111
620	86919	332981
621	87054	332824
622	87192	332674
623	87329	332524
624	87472	332396
625	87607	332237
626	87748	332101
627	87894	331983
628	88034	331845
629	88171	331694
630	88299	331509
631	88447	331397
632	88589	331265
633	88728	331122
634	88870	330989
635	89010	330848
636	89141	330677
637	89275	330515
638	89414	330371
639	89550	330216
640	89691	330079
641	89827	329925
642	89998	329899
643	90136	329753
644	90280	329629
645	90411	329454
646	90540	329275
647	90682	329143
648	90817	328984
649	90946	328806
650	91094	328694
651	91232	328550
652	91375	328419
653	91511	328264
654	91646	328108
655	91792	327991
656	91938	327870
657	92083	327750
658	92220	327600
659	92353	327435
660	92493	327295
661	92626	327129
662	92766	326989
663	92905	326849
664	93034	326671
665	93178	326543
666	93315	326394
667	93450	326237
668	93601	326137
669	93740	325991
670	93879	325849
671	94010	325680
672	94154	325553
673	94287	325390
674	94432	325268
675	94574	325135
676	94708	324975
677	94846	324827
678	94983	324677
679	95124	324542
680	95259	324385
681	95405	324265
682	95545	324125
683	95681	323972
684	95811	323801
685	95945	323640
686	96087	323510
687	96219	323343
688	96349	323170
689	96483	323011
690	96616	322846
691	96752	322693
692	96899	322577
693	97031	322414
694	97170	322271
695	97296	322083
696	97434	321937
697	97575	321803
698	97713	321658
699	97849	321504
700	97986	321355
701	98114	321179
702	98246	321014
703	98383	320865
704	98518	320707
705	98655	320559
706	98790	320404
707	98929	320263
708	99074	320139
709	99203	319965
710	99334	319800
711	99480	319680
712	99619	319535
713	99755	319385
714	99884	319212
715	100024	319071
716	100163	318929
717	100301	318786
718	100443	318653
719	100575	318487
720	100717	318356
721	100861	318232
722	101000	318089
723	101137	317941
724	101270	317779
725	101403	317618
726	101537	317463
727	101677	317324
728	101807	317152
729	101939	316988
730	102068	316816
731	102212	316689
732	102349	316544
733	102493	316415
734	102621	316242
735	102756	316086
736	102891	315935
737	103025	315777
738	103162	315629
739	103299	315482
740	103430	315317
741	103565	315163
742	103704	315022
743	103847	314892
744	103977	314724
745	104125	314610
746	104267	314478
747	104405	314333
748	104547	314200
749	104688	314065
750	104823	313913
751	104957	313754
752	105088	313591
753	105227	313449
754	105360	313291
755	105503	313160
756	105634	312996
757	105769	312843
758	105899	312675
759	106040	312540
760	106182	312407
761	106337	312313
762	106478	312178
763	106602	311994
764	106746	311868
765	106878	311705
766	107009	311539
767	107138	311371
768	107273	311219
769	107407	311061
770	107532	310881
771	107671	310739
772	107803	310579
773	107939	310430
774	108072	310271
775	108213	310137
776	108354	310003
777	108495	309866
778	108623	309695
779	108754	309533
780	108893	309392
781	109038	309267
782	109180	309136
783	109320	308997
784	109447	308822
785	109585	308679
786	109727	308546
787	109861	308393
788	109997	308243
789	110136	308104
790	110270	307948
791	110405	307796
792	110536	307634
793	110668	307473
794	110812	307349
795	110945	307190
796	111086	307056
797	111232	306934
798	111379	306815
799	111520	306680
800	111659	306540
801	111800	306405
802	111945	306281
803	112075	306117
804	112203	305946
805	112334	305785
806	112474	305646
807	112619	305521
808	112756	305377
809	112901	305251
810	113029	305082
811	113162	304925
812	113297	304775
813	113422	304597
814	113560	304453
815	113700	304316
816	113843	304185
817	113980	304041
818	114106	303867
819	114243	303720
820	114390	303600
821	114516	303425
822	114658	303294
823	114798	303156
824	114932	303004
825	115071	302863
826	115214	302733
827	115352	302591
828	115498	302469
829	115645	302351
830	115784	302209
831	115920	302062
832	116061	301927
833	116210	301812
834	116342	301654
835	116478	301506
836	116620	301374
837	116755	301222
838	116889	301070
839	117019	300907
840	117150	300747
841	117288	300602
842	117416	300436
843	117552	300288
844	117692	300149
845	117838	300029
846	117979	299893
847	118109	299729
848	118256	299610
849	118388	299453
850	118528	299316
851	118678	299204
852	118813	299054
853	118953	298915
854	119096	298785
855	119228	298627
856	119368	298490
857	119504	298342
858	119635	298184
859	119770	298032
860	119902	297876
861	120035	297721
862	120169	297570
863	120305	297421
864	120448	297290
865	120579	297132
866	120718	296993
867	120865	296871
868	121002	296726
869	121144	296596
870	121298	296491
871	121439	296356
872	121585	296235
873	121734	296118
874	121866	295962
875	122011	295835
876	122155	295707
877	122291	295561
878	122427	295414
879	122566	295273
880	122703	295128
881	122849	295006
882	122984	294857
883	123122	294714
884	123255	294560
885	123403	294440
886	123550	294321
887	123688	294176
888	123826	294036
889	123961	293885
890	124089	293720
891	124222	293565
892	124354	293409
893	124490	293263
894	124628	293120
895	124759	292962
896	124894	292811
897	125037	292682
898	125179	292550
899	125313	292398
900	125450	292252
901	125586	292107
902	125719	291952
903	125852	291799
904	125990	291657
905	126126	291511
906	126266	291373
907	126402	291226
908	126538	291079
909	126675	290936
910	126803	290770
911	126939	290623
912	127077	290482
913	127225	290363
914	127356	290205
915	127489	290052
916	127634	289925
917	127772	289783
918	127906	289634
919	128052	289511
920	128184	289353
921	128312	289189
922	128444	289034
923	128590	288911
924	128731	288776
925	128866	288627
926	128998	288473
927	129141	288341
928	129271	288182
929	129406	288032
930	129545	287894
931	129684	287755
932	129817	287602
933	129956	287461
934	130092	287315
935	130227	287169
936	130353	287000
937	130488	286851
938	130629	286716
939	130759	286557
940	130895	286411
941	131029	286262
942	131173	286132
943	131306	285981
944	131435	285820
945	131571	285675
946	131701	285515
947	131835	285365
948	131979	285237
949	132113	285086
950	132251	284946
951	132389	284803
952	132528	284664
953	132670	284533
954	132812	284400
955	132956	284270
956	133092	284124
957	133233	283990
958	133370	283846
959	133518	283726
960	133658	283589
961	133789	283434
962	133915	283267
963	134053	283125
964	134201	283004
965	134336	282857
966	134477	282722
967	134615	282581
968	134756	282446
969	134891	282298
970	135024	282148
971	135158	281998
972	135309	281884
973	135448	281744
974	135579	281589
975	135725	281462
976	135867	281329
977	136000	281178
978	136131	281022
979	136267	280878
980	136410	280746
981	136547	280602
982	136678	280448
983	136824	280322
984	136959	280175
985	137104	280049
986	137231	279886
987	137369	279743
988	137506	279601
989	137650	279472
990	137791	279337
991	137923	279184
992	138060	279040
993	138196	278895
994	138335	278755
995	138474	278618
996	138605	278463
997	138738	278310
998	138879	278175
999	139023	278047
1000	139159	277900
1001	139299	277765
1002	139437	277622
1003	139573	277478
1004	139700	277315
1005	139833	277165
1006	139972	277026
1007	140106	276876
1008	140246	276740
1009	140378	276587
1010	140519	276452
1011	140654	276305
1012	140794	276168
1013	140923	276009
1014	141062	275871
1015	141203	275735
1016	141330	275573
1017	141464	275425
1018	141602	275284
1019	141737	275138
1020	141875	274997
1021	142016	274861
1022	142155	274722
1023	142289	274574
1024	142434	274447
1025	142568	274297
1026	142710	274165
1027	142847	274022
1028	142987	273885
1029	143134	273761
1030	143275	273626
1031	143417	273494
1032	143553	273349
1033	143687	273200
1034	143819	273048
1035	143955	272903
1036	144105	272785
1037	144242	272643
1038	144377	272496
1039	144517	272359
1040	144652	272214
1041	144783	272060
1042	144924	271925
1043	145062	271783
1044	145201	271645
1045	145336	271498
1046	145478	271365
1047	145622	271235
1048	145757	271090
1049	145896	270949
1050	146031	270805
1051	146169	270663
1052	146306	270521
1053	146453	270397
1054	146592	270258
1055	146729	270115
1056	146863	269968
1057	146999	269823
1058	147144	269695
1059	147286	269561
1060	147422	269416
1061	147570	269296
1062	147701	269142
1063	147843	269008
1064	147992	268888
1065	148130	268746
1066	148266	268602
1067	148403	268460
1068	148534	268307
1069	148675	268170
1070	148813	268031
1071	148961	267907
1072	149090	267751
1073	149221	267598
1074	149351	267443
1075	149497	267317
1076	149640	267186
1077	149776	267040
1078	149917	266905
1079	150052	266760
1080	150198	266633
1081	150337	266495
1082	150475	266354
1083	150617	266221
1084	150758	266084
1085	150888	265931
1086	151028	265793
1087	151171	265661
1088	151316	265533
1089	151446	265378
1090	151588	265244
1091	151722	265096
1092	151859	264955
1093	151993	264807
1094	152134	264672
1095	152282	264549
1096	152414	264398
1097	152554	264260
1098	152684	264107
1099	152825	263971
1100	152961	263826
1101	153102	263691
1102	153235	263542
1103	153370	263396
1104	153510	263260
1105	153657	263135
1106	153792	262990
1107	153925	262840
1108	154060	262694
1109	154199	262556
1110	154341	262422
1111	154480	262283
1112	154612	262133
1113	154745	261983
1114	154877	261832
1115	155021	261702
1116	155164	261571
1117	155308	261441
1118	155443	261295
1119	155590	261169
1120	155726	261026
1121	155862	260882
1122	156001	260743
1123	156141	260605
1124	156286	260477
1125	156433	260351
1126	156577	260221
1127	156704	260062
1128	156832	259905
1129	156969	259763
1130	157110	259628
1131	157254	259497
1132	157387	259348
1133	157526	259210
1134	157665	259071
1135	157812	258945
1136	157950	258805
1137	158083	258657
1138	158227	258525
1139	158366	258387
1140	158512	258260
1141	158644	258110
1142	158779	257965
1143	158915	257820
1144	159049	257674
1145	159189	257536
1146	159325	257393
1147	159458	257245
1148	159596	257104
1149	159732	256960
1150	159856	256797
1151	159994	256658
1152	160134	256521
1153	160270	256377
1154	160407	256235
1155	160546	256096
1156	160677	255945
1157	160809	255796
1158	160944	255650
1159	161085	255514
1160	161224	255375
1161	161362	255235
1162	161493	255084
1163	161629	254942
1164	161770	254805
1165	161901	254654
1166	162044	254521
1167	162184	254385
1168	162330	254257
1169	162467	254116
1170	162605	253976
1171	162748	253842
1172	162877	253688
1173	163014	253547
1174	163148	253401
1175	163286	253261
1176	163426	253124
1177	163564	252982
1178	163702	252842
1179	163842	252705
1180	163976	252560
1181	164113	252418
1182	164258	252288
1183	164393	252144
1184	164529	252000
1185	164669	251864
1186	164810	251728
1187	164939	251574
1188	165083	251443
1189	165222	251305
1190	165353	251154
1191	165490	251011
1192	165636	250885
1193	165780	250752
1194	165908	250598
1195	166046	250457
1196	166192	250330
1197	166330	250190
1198	166475	250059
1199	166605	249908
1200	166742	249766
1201	166882	249628
1202	167021	249491
1203	167155	249345
1204	167290	249200
1205	167426	249057
1206	167575	248933
1207	167722	248806
1208	167853	248655
1209	167986	248508
1210	168128	248374
1211	168273	248244
1212	168405	248096
1213	168538	247948
1214	168677	247810
1215	168820	247677
1216	168957	247536
1217	169099	247402
1218	169231	247253
1219	169371	247116
1220	169507	246973
1221	169650	246840
1222	169793	246707
1223	169939	246579
1224	170075	246436
1225	170223	246309
1226	170360	246168
1227	170489	246016
1228	170625	245873
1229	170753	245718
1230	170899	245589
1231	171034	245445
1232	171170	245302
1233	171302	245154
1234	171438	245011
1235	171581	244878
1236	171712	244728
1237	171842	244577
1238	171977	244432
1239	172116	244294
1240	172257	244158
1241	172401	244027
1242	172533	243879
1243	172676	243746
1244	172815	243607
1245	172951	243465
1246	173085	243319
1247	173224	243180
1248	173362	243041
1249	173494	242892
1250	173631	242751
1251	173759	242596
1252	173897	242456
1253	174032	242313
1254	174165	242166
1255	174301	242023
1256	174443	241889
1257	174580	241748
1258	174716	241605
1259	174850	241460
1260	174991	241324
1261	175140	241199
1262	175283	241066
1263	175423	240930
1264	175568	240799
1265	175703	240655
1266	175831	240502
1267	175963	240353
1268	176098	240210
1269	176239	240073
1270	176367	239920
1271	176504	239779
1272	176637	239632
1273	176778	239496
1274	176914	239354
1275	177066	239234
1276	177200	239089
1277	177335	238944
1278	177482	238817
1279	177618	238674
1280	177752	238529
1281	177904	238409
1282	178058	238290
1283	178204	238161
1284	178334	238010
1285	178476	237876
1286	178614	237736
1287	178748	237591
1288	178889	237454
1289	179033	237322
1290	179166	237177
1291	179305	237038
1292	179453	236911
1293	179602	236787
1294	179746	236655
1295	179894	236528
1296	180031	236386
1297	180171	236250
1298	180316	236119
1299	180452	235976
1300	180583	235827
1301	180723	235689
1302	180872	235564
1303	181015	235430
1304	181156	235295
1305	181296	235157
1306	181427	235008
1307	181567	234871
1308	181696	234720
1309	181829	234573
1310	181965	234431
1311	182105	234294
1312	182256	234171
1313	182406	234046
1314	182539	233899
1315	182680	233763
1316	182814	233619
1317	182952	233479
1318	183091	233341
1319	183229	233201
1320	183366	233059
1321	183507	232924
1322	183647	232786
1323	183788	232650
1324	183933	232519
1325	184073	232382
1326	184212	232244
1327	184350	232103
1328	184484	231959
1329	184617	231813
1330	184763	231683
1331	184893	231533
1332	185031	231393
1333	185166	231250
1334	185307	231113
1335	185446	230975
1336	185583	230833
1337	185720	230693
1338	185860	230556
1339	185989	230405
1340	186124	230261
1341	186265	230125
1342	186400	229981
1343	186533	229836
1344	186668	229692
1345	186804	229549
1346	186940	229408
1347	187075	229264
1348	187258	229179
1349	187396	229040
1350	187537	228904
1351	187681	228771
1352	187815	228626
1353	187950	228482
1354	188125	228388
1355	188263	228248
1356	188401	228109
1357	188541	227971
1358	188676	227828
1359	188817	227692
1360	188950	227545
1361	189096	227415
1362	189234	227275
1363	189363	227125
1364	189506	226991
1365	189634	226838
1366	189780	226709
1367	189918	226569
1368	190053	226425
1369	190198	226294
1370	190330	226147
1371	190463	226001
1372	190605	225866
1373	190736	225718
1374	190866	225569
1375	190999	225423
1376	191131	225276
1377	191267	225134
1378	191407	224997
1379	191552	224866
1380	191687	224722
1381	191831	224589
1382	191964	224444
1383	192103	224305
1384	192243	224168
1385	192375	224022
1386	192503	223870
1387	192631	223718
1388	192771	223581
1389	192910	223442
1390	193054	223310
1391	193197	223176
1392	193339	223041
1393	193479	222904
1394	193630	222778
1395	193768	222639
1396	193910	222504
1397	194045	222360
1398	194178	222215
1399	194309	222067
1400	194447	221928
1401	194589	221793
1402	194729	221655
1403	194873	221522
1404	195019	221392
1405	195171	221267
1406	195306	221125
1407	195455	220997
1408	195595	220859
1409	195722	220708
1410	195854	220561
1411	195995	220425
1412	196134	220286
1413	196283	220159
1414	196418	220016
1415	196552	219872
1416	196690	219732
1417	196832	219597
1418	196970	219457
1419	197105	219314
1420	197247	219179
1421	197383	219037
1422	197519	218895
1423	197655	218753
1424	197789	218609
1425	197925	218467
1426	198062	218326
1427	198198	218184
1428	198326	218034
1429	198465	217895
1430	198612	217766
1431	198747	217622
1432	198891	217490
1433	199043	217365
1434	199185	217230
1435	199335	217103
1436	199477	216967
1437	199620	216834
1438	199758	216694
1439	199901	216559
1440	200036	216417
1441	200210	216315
1442	200353	216182
1443	200509	216061
1444	200660	215935
1445	200803	215801
1446	200957	215678
1447	201094	215538
1448	201233	215399
1449	201374	215262
1450	201519	215130
1451	201656	214988
1452	201795	214850
1453	201930	214707
1454	202069	214568
1455	202206	214427
1456	202347	214290
1457	202489	214155
1458	202625	214013
1459	202763	213873
1460	202903	213735
1461	203036	213591
1462	203169	213446
1463	203316	213315
1464	203452	213173
1465	203598	213041
1466	203746	212912
1467	203890	212778
1468	204036	212648
1469	204179	212513
1470	204326	212382
1471	204457	212236
1472	204598	212098
1473	204735	211958
1474	204864	211809
1475	205006	211673
1476	205146	211535
1477	205281	211392
1478	205424	211257
1479	205563	211119
1480	205706	210984
1481	205848	210848
1482	205982	210705
1483	206118	210563
1484	206260	210427
1485	206399	210288
1486	206545	210156
1487	206680	210014
1488	206823	209879
1489	206966	209744
1490	207114	209615
1491	207252	209475
1492	207395	209340
1493	207542	209209
1494	207682	209071
1495	207825	208937
1496	207969	208802
1497	208111	208667
1498	208263	208541
1499	208407	208407
1500	208553	208275
1501	208703	208147
1502	208842	208008
1503	208987	207875
1504	209129	207740
1505	209267	207600
1506	209406	207460
1507	209551	207327
1508	209688	207187
1509	209832	207053
1510	209967	206910
1511	210103	206768
1512	210244	206631
1513	210379	206489
1514	210521	206352
1515	210656	206210
1516	210791	206066
1517	210941	205939
1518	211076	205795
1519	211213	205654
1520	211358	205522
1521	211491	205377
1522	211629	205237
1523	211765	205095
1524	211909	204961
1525	212051	204825
1526	212191	204688
1527	212339	204557
1528	212474	204414
1529	212615	204277
1530	212748	204132
1531	212881	203988
1532	213010	203839
1533	213148	203699
1534	213283	203557
1535	213426	203422
1536	213560	203278
1537	213691	203131
1538	213827	202990
1539	213961	202846
1540	214100	202707
1541	214245	202574
1542	214385	202436
1543	214520	202293
1544	214657	202152
1545	214800	202018
1546	214936	201876
1547	215070	201732
1548	215205	201589
1549	215345	201452
1550	215482	201311
1551	215610	201162
1552	215748	201022
1553	215888	200884
1554	216022	200741
1555	216158	200599
1556	216296	200459
1557	216434	200319
1558	216574	200181
1559	216708	200039
1560	216849	199901
1561	216989	199763
1562	217143	199638
1563	217278	199495
1564	217424	199363
1565	217552	199214
1566	217693	199077
1567	217836	198942
1568	217974	198802
1569	218116	198667
1570	218256	198528
1571	218396	198391
1572	218543	198259
1573	218683	198121
1574	218822	197982
1575	218960	197842
1576	219113	197716
1577	219247	197573
1578	219389	197436
1579	219528	197298
1580	219672	197163
1581	219821	197033
1582	219960	196894
1583	220099	196755
1584	220240	196618
1585	220383	196483
1586	220519	196341
1587	220652	196197
1588	220791	196058
1589	220932	195921
1590	221078	195788
1591	221219	195651
1592	221361	195515
1593	221501	195377
1594	221639	195237
1595	221775	195096
1596	221910	194953
1597	222046	194812
1598	222178	194666
1599	222315	194525
1600	222448	194382
1601	222583	194239
1602	222720	194098
1603	222857	193958
1604	222994	193817
1605	223137	193682
1606	223271	193538
1607	223410	193400
1608	223547	193259
1609	223671	193107
1610	223815	192972
1611	223951	192831
1612	224092	192694
1613	224233	192556
1614	224364	192411
1615	224501	192271
1616	224640	192132
1617	224789	192001
1618	224919	191855
1619	225053	191711
1620	225203	191582
1621	225343	191444
1622	225486	191309
1623	225619	191165
1624	225757	191025
1625	225889	190881
1626	226029	190743
1627	226173	190608
1628	226313	190470
1629	226457	190335
1630	226599	190198
1631	226739	190060
1632	226874	189918
1633	227005	189773
1634	227141	189632
1635	227278	189491
1636	227419	189354
1637	227556	189213
1638	227691	189071
1639	227827	188930
1640	227965	188790
1641	228109	188656
1642	228244	188513
1643	228379	188371
1644	228516	188231
1645	228662	188097
1646	228794	187952
1647	228926	187808
1648	229065	187669
1649	229199	187526
1650	229337	187387
1651	229483	187253
1652	229618	187112
1653	229763	186978
1654	229899	186836
1655	230038	186697
1656	230183	186564
1657	230319	186422
1658	230453	186279
1659	230586	186136
1660	230715	185989
1661	230854	185850
1662	230994	185712
