iter	Passed	Remaining
1663	231140	185579
1664	231272	185434
1665	231412	185296
1666	231550	185157
1667	231682	185012
1668	231812	184866
1669	231951	184728
1670	232085	184584
1671	232214	184437
1672	232344	184292
1673	232479	184150
1674	232605	184001
1675	232751	183868
1676	232887	183727
1677	233024	183586
1678	233156	183442
1679	233294	183303
1680	233432	183162
1681	233563	183018
1682	233697	182875
1683	233839	182739
1684	233973	182596
1685	234112	182457
1686	234266	182330
1687	234402	182189
1688	234540	182049
1689	234685	181915
1690	234814	181769
1691	234947	181626
1692	235090	181490
1693	235229	181351
1694	235371	181215
1695	235510	181076
1696	235638	180929
1697	235780	180792
1698	235910	180647
1699	236055	180512
1700	236187	180368
1701	236323	180227
1702	236467	180092
1703	236600	179949
1704	236733	179806
1705	236866	179663
1706	237003	179522
1707	237139	179381
1708	237278	179243
1709	237409	179098
1710	237539	178953
1711	237688	178821
1712	237824	178680
1713	237966	178543
1714	238102	178403
1715	238240	178264
1716	238381	178126
1717	238518	177986
1718	238658	177848
1719	238786	177701
1720	238926	177563
1721	239066	177425
1722	239204	177286
1723	239347	177150
1724	239481	177008
1725	239623	176871
1726	239765	176735
1727	239903	176595
1728	240047	176460
1729	240181	176317
1730	240317	176177
1731	240450	176034
1732	240588	175894
1733	240724	175753
1734	240862	175614
1735	240995	175471
1736	241141	175337
1737	241275	175195
1738	241408	175052
1739	241551	174916
1740	241684	174773
1741	241820	174632
1742	241954	174490
1743	242090	174349
1744	242229	174210
1745	242366	174071
1746	242499	173928
1747	242624	173779
1748	242757	173636
1749	242886	173490
1750	243021	173348
1751	243157	173207
1752	243288	173063
1753	243421	172920
1754	243567	172786
1755	243706	172648
1756	243844	172509
1757	243973	172363
1758	244113	172225
1759	244250	172085
1760	244383	171942
1761	244522	171804
1762	244660	171664
1763	244792	171520
1764	244923	171377
1765	245061	171237
1766	245204	171101
1767	245348	170966
1768	245485	170827
1769	245620	170685
1770	245754	170543
1771	245892	170404
1772	246033	170267
1773	246166	170124
1774	246305	169985
1775	246453	169853
1776	246596	169717
1777	246729	169574
1778	246873	169439
1779	247012	169300
1780	247152	169162
1781	247289	169022
1782	247436	168889
1783	247573	168749
1784	247719	168615
1785	247856	168475
1786	247991	168334
1787	248129	168195
1788	248261	168051
1789	248406	167917
1790	248538	167774
1791	248683	167639
1792	248825	167502
1793	248979	167374
1794	249131	167244
1795	249272	167106
1796	249417	166972
1797	249549	166829
1798	249686	166688
1799	249831	166554
1800	249981	166422
1801	250126	166288
1802	250261	166146
1803	250396	166005
1804	250535	165866
1805	250673	165727
1806	250809	165586
1807	250950	165449
1808	251080	165304
1809	251233	165175
1810	251370	165035
1811	251515	164900
1812	251649	164758
1813	251783	164617
1814	251922	164478
1815	252055	164335
1816	252191	164194
1817	252335	164059
1818	252471	163919
1819	252613	163782
1820	252746	163639
1821	252879	163497
1822	253021	163360
1823	253159	163221
1824	253297	163081
1825	253436	162943
1826	253575	162804
1827	253712	162664
1828	253846	162523
1829	253988	162386
1830	254122	162244
1831	254254	162101
1832	254402	161968
1833	254538	161827
1834	254679	161690
1835	254825	161555
1836	254968	161420
1837	255101	161277
1838	255233	161134
1839	255373	160996
1840	255505	160853
1841	255637	160710
1842	255769	160567
1843	255898	160422
1844	256039	160284
1845	256180	160147
1846	256322	160010
1847	256458	159870
1848	256591	159727
1849	256750	159601
1850	256890	159463
1851	257031	159326
1852	257176	159191
1853	257311	159050
1854	257445	158908
1855	257579	158766
1856	257725	158632
1857	257858	158490
1858	257993	158348
1859	258129	158208
1860	258264	158067
1861	258397	157925
1862	258544	157791
1863	258681	157651
1864	258821	157513
1865	258962	157375
1866	259102	157237
1867	259238	157097
1868	259370	156954
1869	259503	156812
1870	259635	156669
1871	259769	156527
1872	259898	156383
1873	260031	156240
1874	260165	156099
1875	260304	155960
1876	260440	155820
1877	260580	155682
1878	260723	155545
1879	260861	155406
1880	261007	155272
1881	261136	155127
1882	261271	154987
1883	261412	154849
1884	261556	154713
1885	261686	154570
1886	261820	154428
1887	261950	154284
1888	262078	154139
1889	262208	153995
1890	262343	153854
1891	262479	153714
1892	262615	153573
1893	262765	153441
1894	262905	153303
1895	263036	153160
1896	263179	153024
1897	263320	152887
1898	263456	152746
1899	263608	152615
1900	263758	152482
1901	263892	152341
1902	264036	152205
1903	264170	152064
1904	264311	151927
1905	264451	151789
1906	264595	151653
1907	264732	151513
1908	264870	151374
1909	265014	151238
1910	265148	151096
1911	265299	150965
1912	265429	150821
1913	265565	150681
1914	265703	150542
1915	265837	150400
1916	265973	150260
1917	266120	150126
1918	266251	149983
1919	266387	149843
1920	266517	149699
1921	266650	149557
1922	266794	149421
1923	266936	149284
1924	267076	149146
1925	267208	149004
1926	267342	148862
1927	267480	148723
1928	267623	148586
1929	267756	148445
1930	267901	148309
1931	268044	148173
1932	268187	148037
1933	268326	147898
1934	268465	147759
1935	268605	147622
1936	268748	147485
1937	268888	147347
1938	269024	147207
1939	269156	147064
1940	269293	146925
1941	269442	146792
1942	269572	146648
1943	269708	146508
1944	269847	146369
1945	269985	146230
1946	270116	146087
1947	270252	145947
1948	270395	145810
1949	270530	145670
1950	270665	145529
1951	270814	145396
1952	270978	145270
1953	271113	145130
1954	271246	144988
1955	271391	144853
1956	271531	144715
1957	271661	144571
1958	271802	144434
1959	271938	144293
1960	272072	144152
1961	272224	144020
1962	272363	143882
1963	272502	143743
1964	272637	143602
1965	272782	143467
1966	272928	143332
1967	273068	143194
1968	273202	143053
1969	273342	142914
1970	273476	142774
1971	273610	142632
1972	273756	142497
1973	273906	142364
1974	274051	142229
1975	274191	142091
1976	274334	141954
1977	274461	141809
1978	274596	141668
1979	274735	141530
1980	274871	141390
1981	275006	141249
1982	275153	141115
1983	275285	140972
1984	275431	140837
1985	275562	140695
1986	275699	140555
1987	275836	140415
1988	275974	140276
1989	276119	140141
1990	276256	140001
1991	276401	139865
1992	276542	139728
1993	276684	139590
1994	276823	139452
1995	276953	139309
1996	277091	139170
1997	277230	139031
1998	277382	138899
1999	277525	138762
2000	277669	138626
2001	277801	138484
2002	277936	138343
2003	278076	138205
2004	278222	138070
2005	278359	137930
2006	278502	137794
2007	278632	137650
2008	278768	137510
2009	278899	137368
2010	279038	137229
2011	279172	137088
2012	279308	136948
2013	279445	136809
2014	279591	136673
2015	279726	136533
2016	279864	136393
2017	280006	136256
2018	280136	136113
2019	280271	135973
2020	280407	135833
2021	280542	135692
2022	280674	135550
2023	280821	135415
2024	280959	135276
2025	281095	135136
2026	281231	134996
2027	281363	134854
2028	281501	134715
2029	281636	134574
2030	281771	134434
2031	281903	134292
2032	282035	134150
2033	282168	134009
2034	282307	133870
2035	282438	133728
2036	282574	133588
2037	282713	133449
2038	282868	133318
2039	283007	133179
2040	283155	133045
2041	283287	132903
2042	283441	132772
2043	283586	132636
2044	283727	132498
2045	283863	132358
2046	284001	132219
2047	284138	132079
2048	284274	131939
2049	284409	131799
2050	284549	131661
2051	284689	131523
2052	284832	131386
2053	284967	131245
2054	285107	131107
2055	285256	130973
2056	285394	130834
2057	285545	130701
2058	285676	130559
2059	285815	130420
2060	285948	130279
2061	286083	130138
2062	286218	129998
2063	286359	129860
2064	286498	129722
2065	286634	129582
2066	286767	129440
2067	286902	129300
2068	287046	129164
2069	287186	129025
2070	287328	128888
2071	287475	128753
2072	287608	128612
2073	287747	128473
2074	287882	128333
2075	288020	128194
2076	288157	128054
2077	288289	127912
2078	288429	127774
2079	288566	127635
2080	288703	127495
2081	288839	127355
2082	288983	127219
2083	289132	127085
2084	289264	126943
2085	289392	126799
2086	289538	126664
2087	289674	126524
2088	289817	126387
2089	289947	126245
2090	290097	126111
2091	290231	125970
2092	290364	125829
2093	290500	125689
2094	290631	125547
2095	290777	125411
2096	290917	125273
2097	291054	125134
2098	291189	124993
2099	291319	124851
2100	291454	124711
2101	291619	124583
2102	291760	124445
2103	291889	124302
2104	292026	124163
2105	292162	124023
2106	292298	123883
2107	292445	123748
2108	292595	123614
2109	292730	123474
2110	292861	123332
2111	292990	123189
2112	293125	123048
2113	293266	122911
2114	293407	122773
2115	293547	122635
2116	293691	122498
2117	293822	122356
2118	293962	122218
2119	294096	122077
2120	294232	121937
2121	294370	121798
2122	294511	121661
2123	294641	121518
2124	294773	121377
2125	294906	121236
2126	295044	121097
2127	295182	120958
2128	295314	120816
2129	295450	120676
2130	295587	120537
2131	295729	120400
2132	295865	120260
2133	296004	120121
2134	296143	119983
2135	296280	119843
2136	296425	119707
2137	296567	119570
2138	296700	119429
2139	296829	119286
2140	296974	119150
2141	297112	119011
2142	297246	118870
2143	297375	118728
2144	297513	118589
2145	297649	118449
2146	297783	118308
2147	297934	118174
2148	298082	118040
2149	298213	117898
2150	298353	117760
2151	298484	117618
2152	298627	117481
2153	298761	117340
2154	298902	117203
2155	299038	117063
2156	299173	116923
2157	299305	116781
2158	299442	116642
2159	299583	116504
2160	299725	116367
2161	299856	116225
2162	299994	116086
2163	300132	115947
2164	300273	115809
2165	300415	115672
2166	300556	115534
2167	300691	115394
2168	300830	115255
2169	300964	115115
2170	301102	114976
2171	301240	114837
2172	301376	114697
2173	301510	114557
2174	301643	114416
2175	301788	114280
2176	301922	114139
2177	302062	114001
2178	302192	113859
2179	302329	113720
2180	302464	113580
2181	302605	113442
2182	302740	113302
2183	302883	113165
2184	303023	113027
2185	303157	112886
2186	303295	112747
2187	303433	112608
2188	303571	112469
2189	303709	112330
2190	303845	112191
2191	303982	112051
2192	304122	111913
2193	304261	111775
2194	304395	111634
2195	304525	111492
2196	304669	111356
2197	304807	111217
2198	304949	111079
2199	305099	110945
2200	305247	110809
2201	305385	110671
2202	305527	110533
2203	305663	110393
2204	305798	110253
2205	305928	110112
2206	306069	109974
2207	306201	109833
2208	306350	109698
2209	306497	109562
2210	306626	109420
2211	306760	109280
2212	306898	109140
2213	307030	109000
2214	307165	108859
2215	307301	108720
2216	307443	108582
2217	307588	108446
2218	307729	108308
2219	307863	108168
2220	308001	108029
2221	308139	107890
2222	308275	107750
2223	308407	107609
2224	308550	107472
2225	308692	107335
2226	308821	107192
2227	308960	107054
2228	309103	106917
2229	309248	106780
2230	309390	106643
2231	309527	106504
2232	309665	106365
2233	309799	106224
2234	309946	106088
2235	310086	105950
2236	310222	105811
2237	310362	105672
2238	310504	105535
2239	310649	105399
2240	310791	105261
2241	310940	105126
2242	311080	104987
2243	311221	104849
2244	311350	104708
2245	311486	104568
2246	311617	104427
2247	311755	104288
2248	311885	104146
2249	312018	104006
2250	312167	103870
2251	312300	103730
2252	312442	103592
2253	312583	103454
2254	312721	103316
2255	312858	103176
2256	312994	103037
2257	313129	102897
2258	313262	102756
2259	313402	102618
2260	313536	102478
2261	313675	102339
2262	313820	102203
2263	313966	102066
2264	314111	101930
2265	314256	101793
2266	314395	101654
2267	314536	101516
2268	314679	101379
2269	314813	101239
2270	314954	101101
2271	315095	100963
2272	315240	100826
2273	315386	100690
2274	315526	100552
2275	315664	100413
2276	315807	100276
2277	315948	100138
2278	316087	99999
2279	316230	99862
2280	316373	99724
2281	316515	99587
2282	316653	99448
2283	316796	99310
2284	316936	99172
2285	317074	99033
2286	317214	98895
2287	317358	98758
2288	317510	98623
2289	317661	98488
2290	317808	98352
2291	317940	98212
2292	318077	98072
2293	318223	97936
2294	318349	97793
2295	318491	97655
2296	318637	97519
2297	318771	97379
2298	318911	97240
2299	319055	97103
2300	319195	96965
2301	319337	96827
2302	319473	96688
2303	319608	96548
2304	319755	96412
2305	319898	96274
2306	320038	96136
2307	320173	95996
2308	320307	95856
2309	320452	95719
2310	320586	95579
2311	320730	95442
2312	320869	95303
2313	321010	95165
2314	321149	95026
2315	321278	94885
2316	321418	94747
2317	321551	94606
2318	321691	94468
2319	321822	94327
2320	321962	94188
2321	322105	94051
2322	322234	93910
2323	322360	93767
2324	322506	93630
2325	322651	93494
2326	322783	93353
2327	322920	93214
2328	323059	93075
2329	323204	92938
2330	323340	92799
2331	323484	92661
2332	323625	92523
2333	323754	92382
2334	323892	92243
2335	324031	92104
2336	324177	91968
2337	324319	91830
2338	324461	91692
2339	324593	91551
2340	324731	91413
2341	324869	91274
2342	325014	91137
2343	325151	90997
2344	325292	90859
2345	325430	90720
2346	325565	90581
2347	325704	90442
2348	325841	90303
2349	325983	90165
2350	326130	90029
2351	326263	89888
2352	326394	89748
2353	326531	89608
2354	326681	89473
2355	326820	89334
2356	326948	89192
2357	327088	89054
2358	327219	88913
2359	327357	88774
2360	327501	88637
2361	327638	88498
2362	327769	88357
2363	327905	88218
2364	328039	88078
2365	328174	87938
2366	328317	87800
2367	328456	87662
2368	328592	87522
2369	328733	87384
2370	328866	87244
2371	329003	87105
2372	329131	86963
2373	329277	86827
2374	329401	86684
2375	329538	86545
2376	329668	86404
2377	329801	86264
2378	329950	86128
2379	330090	85989
2380	330221	85849
2381	330362	85711
2382	330507	85574
2383	330644	85434
2384	330784	85296
2385	330917	85156
2386	331059	85018
2387	331191	84878
2388	331333	84740
2389	331472	84601
2390	331601	84460
2391	331747	84323
2392	331874	84182
2393	332028	84047
2394	332165	83908
2395	332298	83768
2396	332432	83628
2397	332572	83489
2398	332706	83350
2399	332847	83211
2400	332981	83071
2401	333121	82933
2402	333253	82793
2403	333401	82656
2404	333543	82519
2405	333683	82380
2406	333824	82242
2407	333963	82103
2408	334097	81964
2409	334246	81828
2410	334383	81688
2411	334527	81551
2412	334660	81411
2413	334797	81272
2414	334937	81133
2415	335074	80994
2416	335204	80854
2417	335348	80716
2418	335493	80579
2419	335645	80444
2420	335787	80305
2421	335922	80166
2422	336056	80026
2423	336187	79886
2424	336329	79748
2425	336473	79610
2426	336616	79473
2427	336750	79333
2428	336894	79195
2429	337023	79054
2430	337164	78916
2431	337305	78778
2432	337442	78639
2433	337571	78498
2434	337707	78359
2435	337843	78219
2436	337995	78084
2437	338135	77945
2438	338278	77808
2439	338412	77668
2440	338549	77529
2441	338687	77390
2442	338828	77252
2443	338980	77116
2444	339114	76976
2445	339257	76839
2446	339400	76701
2447	339531	76560
2448	339666	76421
2449	339799	76281
2450	339940	76143
2451	340079	76004
2452	340213	75864
2453	340346	75725
2454	340485	75586
2455	340620	75446
2456	340756	75307
2457	340898	75169
2458	341042	75032
2459	341181	74893
2460	341325	74755
2461	341463	74617
2462	341605	74479
2463	341744	74340
2464	341883	74201
2465	342023	74063
2466	342161	73924
2467	342297	73785
2468	342433	73646
2469	342575	73508
2470	342716	73369
2471	342843	73228
2472	342973	73088
2473	343123	72951
2474	343253	72811
2475	343392	72672
2476	343530	72533
2477	343669	72395
2478	343807	72256
2479	343949	72118
2480	344080	71978
2481	344221	71839
2482	344360	71701
2483	344498	71562
2484	344667	71430
2485	344814	71293
2486	344963	71156
2487	345103	71018
2488	345245	70879
2489	345373	70739
2490	345513	70600
2491	345643	70460
2492	345776	70320
2493	345916	70181
2494	346055	70043
2495	346191	69904
2496	346325	69764
2497	346464	69625
2498	346606	69487
2499	346745	69349
2500	346883	69210
2501	347013	69069
2502	347148	68930
2503	347286	68791
2504	347450	68657
2505	347593	68520
2506	347742	68383
2507	347883	68245
2508	348026	68107
2509	348167	67968
2510	348307	67830
2511	348441	67690
2512	348578	67551
2513	348720	67413
2514	348854	67274
2515	348992	67135
2516	349124	66995
2517	349270	66857
2518	349409	66719
2519	349561	66583
2520	349705	66445
2521	349845	66306
2522	349988	66168
2523	350127	66030
2524	350269	65892
2525	350410	65753
2526	350546	65614
2527	350681	65475
2528	350812	65335
2529	350940	65194
2530	351077	65055
2531	351210	64915
2532	351352	64777
2533	351492	64639
2534	351619	64498
2535	351748	64357
2536	351883	64218
2537	352025	64080
2538	352164	63941
2539	352310	63804
2540	352453	63666
2541	352597	63528
2542	352735	63389
2543	352878	63251
2544	353021	63113
2545	353155	62974
2546	353301	62836
2547	353448	62699
2548	353579	62559
2549	353713	62420
2550	353854	62281
2551	353989	62142
2552	354129	62003
2553	354264	61864
2554	354413	61727
2555	354549	61588
2556	354683	61448
2557	354819	61309
2558	354964	61172
2559	355099	61032
2560	355243	60894
2561	355380	60755
2562	355516	60616
2563	355654	60477
2564	355791	60338
2565	355934	60200
2566	356077	60062
2567	356208	59923
2568	356342	59783
2569	356486	59645
2570	356618	59505
2571	356760	59367
2572	356900	59229
2573	357038	59090
2574	357181	58952
2575	357323	58814
2576	357463	58675
2577	357601	58536
2578	357739	58397
2579	357879	58259
2580	358017	58120
2581	358164	57983
2582	358300	57844
2583	358443	57706
2584	358581	57567
2585	358720	57428
2586	358858	57289
2587	358996	57150
2588	359144	57013
2589	359289	56875
2590	359426	56736
2591	359558	56597
2592	359698	56458
2593	359834	56319
2594	359968	56180
2595	360100	56040
2596	360239	55901
2597	360380	55763
2598	360511	55623
2599	360643	55483
2600	360774	55343
2601	360912	55204
2602	361042	55064
2603	361188	54927
2604	361321	54787
2605	361458	54648
2606	361594	54509
2607	361729	54370
2608	361863	54231
2609	361992	54090
2610	362136	53952
2611	362284	53815
2612	362424	53677
2613	362567	53539
2614	362699	53399
2615	362835	53260
2616	362975	53121
2617	363119	52983
2618	363257	52845
2619	363396	52706
2620	363538	52568
2621	363675	52429
2622	363814	52290
2623	363957	52152
2624	364102	52014
2625	364240	51875
2626	364375	51736
2627	364516	51598
2628	364664	51460
2629	364798	51321
2630	364934	51182
2631	365072	51043
2632	365220	50906
2633	365360	50767
2634	365496	50628
2635	365628	50488
2636	365770	50350
2637	365912	50212
2638	366058	50074
2639	366204	49937
2640	366350	49799
2641	366481	49659
2642	366619	49520
2643	366758	49382
2644	366901	49243
2645	367040	49105
2646	367171	48965
2647	367312	48827
2648	367446	48687
2649	367591	48549
2650	367735	48411
2651	367869	48272
2652	368006	48133
2653	368144	47994
2654	368273	47854
2655	368407	47715
2656	368548	47576
2657	368675	47436
2658	368824	47299
2659	368964	47160
2660	369100	47021
2661	369242	46883
2662	369379	46744
2663	369516	46605
2664	369655	46467
2665	369799	46328
2666	369933	46189
2667	370071	46050
2668	370217	45913
2669	370353	45773
2670	370508	45637
2671	370647	45498
2672	370783	45359
2673	370919	45220
2674	371058	45081
2675	371197	44943
2676	371334	44804
2677	371472	44665
2678	371617	44527
2679	371753	44388
2680	371892	44249
2681	372030	44111
2682	372164	43971
2683	372302	43832
2684	372443	43694
2685	372581	43555
2686	372725	43417
2687	372864	43278
2688	373012	43141
2689	373150	43002
2690	373280	42862
2691	373416	42723
2692	373552	42584
2693	373687	42445
2694	373826	42306
2695	373967	42168
2696	374104	42029
2697	374246	41891
2698	374388	41752
2699	374531	41614
2700	374684	41477
2701	374812	41337
2702	374961	41199
2703	375100	41061
2704	375244	40923
2705	375387	40784
2706	375540	40647
2707	375680	40509
2708	375824	40370
2709	375958	40231
2710	376090	40092
2711	376224	39953
2712	376359	39813
2713	376495	39674
2714	376628	39535
2715	376769	39397
2716	376907	39258
2717	377056	39120
2718	377194	38981
2719	377334	38843
2720	377466	38703
2721	377600	38564
2722	377740	38426
2723	377877	38287
2724	378020	38148
2725	378160	38010
2726	378303	37871
2727	378443	37733
2728	378578	37594
2729	378715	37455
2730	378855	37316
2731	379004	37179
2732	379138	37039
2733	379281	36901
2734	379415	36762
2735	379561	36624
2736	379698	36485
2737	379838	36346
2738	379984	36208
2739	380119	36069
2740	380250	35930
2741	380393	35791
2742	380539	35653
2743	380680	35515
2744	380814	35376
2745	380953	35237
2746	381086	35098
2747	381230	34959
2748	381367	34821
2749	381510	34682
2750	381637	34543
2751	381770	34403
2752	381905	34264
2753	382041	34125
2754	382174	33986
2755	382317	33848
2756	382464	33710
2757	382605	33571
2758	382744	33432
2759	382885	33294
2760	383014	33154
2761	383143	33015
2762	383268	32875
2763	383404	32736
2764	383540	32597
2765	383671	32458
2766	383812	32319
2767	383945	32180
2768	384077	32041
2769	384224	31903
2770	384351	31763
2771	384505	31626
2772	384648	31487
2773	384790	31349
2774	384928	31210
2775	385061	31071
2776	385196	30932
2777	385337	30793
2778	385474	30654
2779	385613	30516
2780	385752	30377
2781	385884	30238
2782	386023	30099
2783	386153	29960
2784	386283	29820
2785	386417	29681
2786	386558	29543
2787	386701	29404
2788	386834	29265
2789	386968	29126
2790	387094	28986
2791	387235	28848
2792	387382	28710
2793	387522	28571
2794	387672	28433
2795	387809	28295
2796	387947	28156
2797	388080	28017
2798	388217	27878
2799	388352	27739
2800	388489	27600
2801	388622	27461
2802	388750	27322
2803	388891	27183
2804	389027	27044
2805	389167	26906
2806	389308	26767
2807	389449	26629
2808	389584	26490
2809	389714	26350
2810	389856	26212
2811	389992	26073
2812	390123	25934
2813	390267	25795
2814	390405	25657
2815	390547	25518
2816	390685	25380
2817	390828	25241
2818	390961	25102
2819	391097	24963
2820	391238	24825
2821	391380	24686
2822	391516	24547
2823	391665	24409
2824	391796	24270
2825	391940	24132
2826	392082	23993
2827	392219	23854
2828	392351	23715
2829	392498	23577
2830	392637	23438
2831	392772	23300
2832	392909	23161
2833	393044	23022
2834	393183	22883
2835	393327	22745
2836	393470	22606
2837	393605	22467
2838	393747	22329
2839	393893	22191
2840	394028	22052
2841	394168	21913
2842	394295	21774
2843	394429	21635
2844	394578	21497
2845	394712	21358
2846	394853	21219
2847	395003	21081
2848	395137	20942
2849	395275	20803
2850	395421	20665
2851	395566	20527
2852	395715	20389
2853	395853	20250
2854	395981	20111
2855	396120	19972
2856	396257	19833
2857	396398	19695
2858	396537	19556
2859	396677	19417
2860	396833	19279
2861	396978	19141
2862	397111	19002
2863	397244	18863
2864	397382	18724
2865	397527	18586
2866	397662	18447
2867	397808	18309
2868	397941	18170
2869	398087	18031
2870	398227	17893
2871	398364	17754
2872	398502	17615
2873	398643	17477
2874	398787	17338
2875	398924	17199
2876	399065	17061
2877	399199	16922
2878	399341	16783
2879	399468	16644
2880	399605	16505
2881	399742	16366
2882	399882	16228
2883	400021	16089
2884	400163	15951
2885	400309	15812
2886	400444	15673
2887	400580	15534
2888	400712	15396
2889	400842	15256
2890	400978	15118
2891	401113	14979
2892	401255	14840
2893	401391	14701
2894	401530	14563
2895	401666	14424
2896	401808	14285
2897	401960	14147
2898	402096	14008
2899	402236	13870
2900	402370	13731
2901	402511	13592
2902	402645	13453
2903	402784	13315
2904	402919	13176
2905	403062	13037
2906	403200	12899
2907	403331	12760
2908	403468	12621
2909	403607	12482
2910	403751	12344
2911	403892	12205
2912	404032	12066
2913	404170	11928
2914	404303	11789
2915	404451	11650
2916	404588	11512
2917	404731	11373
2918	404865	11234
2919	404997	11095
2920	405146	10957
2921	405281	10818
2922	405421	10679
2923	405554	10541
2924	405697	10402
2925	405837	10263
2926	405979	10125
2927	406118	9986
2928	406253	9847
2929	406393	9709
2930	406533	9570
2931	406674	9431
2932	406810	9292
2933	406949	9154
2934	407103	9015
2935	407241	8877
2936	407374	8738
2937	407512	8599
2938	407656	8461
2939	407789	8322
2940	407927	8183
2941	408065	8044
2942	408210	7906
2943	408358	7767
2944	408494	7628
2945	408628	7490
2946	408760	7351
2947	408896	7212
2948	409034	7073
2949	409166	6935
2950	409302	6796
2951	409453	6657
2952	409594	6519
2953	409731	6380
2954	409869	6241
2955	410014	6103
2956	410150	5964
2957	410287	5825
2958	410419	5686
2959	410555	5548
2960	410702	5409
2961	410834	5270
2962	410967	5131
2963	411103	4993
2964	411248	4854
2965	411392	4715
2966	411530	4577
2967	411657	4438
2968	411795	4299
2969	411941	4161
2970	412078	4022
2971	412207	3883
2972	412359	3744
2973	412496	3606
2974	412637	3467
2975	412772	3328
2976	412917	3190
2977	413065	3051
2978	413207	2912
2979	413352	2774
2980	413498	2635
2981	413644	2496
2982	413783	2358
2983	413919	2219
2984	414049	2080
2985	414185	1941
2986	414315	1803
2987	414449	1664
2988	414598	1525
2989	414737	1387
2990	414879	1248
2991	415016	1109
2992	415154	970
2993	415286	832
2994	415424	693
2995	415565	554
2996	415700	416
2997	415838	277
2998	415982	138
2999	416116	0
