iter	MAE
1665	6.281337951
1666	6.281308863
1667	6.281298207
1668	6.28128256
1669	6.281259069
1670	6.281239654
1671	6.281218704
1672	6.281193067
1673	6.28117205
1674	6.281158206
1675	6.281136204
1676	6.281121607
1677	6.281095211
1678	6.281083539
1679	6.281063778
1680	6.281039673
1681	6.281026194
1682	6.281007653
1683	6.280984373
1684	6.280970564
1685	6.280942846
1686	6.280912213
1687	6.280882935
1688	6.28085637
1689	6.280832645
1690	6.280814731
1691	6.280797165
1692	6.280774903
1693	6.280753907
1694	6.280737999
1695	6.280716107
1696	6.280695701
1697	6.280662657
1698	6.280646162
1699	6.280620882
1700	6.280594299
1701	6.280581379
1702	6.280562778
1703	6.280538298
1704	6.280523473
1705	6.280500059
1706	6.280481005
1707	6.280462659
1708	6.280439722
1709	6.280414607
1710	6.280399729
1711	6.280379848
1712	6.280353651
1713	6.280316388
1714	6.280283658
1715	6.28026384
1716	6.280243037
1717	6.280220989
1718	6.280205967
1719	6.28017976
1720	6.280157053
1721	6.280122994
1722	6.280097298
1723	6.280078957
1724	6.280052768
1725	6.28002558
1726	6.280003774
1727	6.279976693
1728	6.279955743
1729	6.279936372
1730	6.27992436
1731	6.279893038
1732	6.279874032
1733	6.279860671
1734	6.279835793
1735	6.279818347
1736	6.279774879
1737	6.279758555
1738	6.279736576
1739	6.279714861
1740	6.279682995
1741	6.279660038
1742	6.27963858
1743	6.279627742
1744	6.279603805
1745	6.279593482
1746	6.279579643
1747	6.279549184
1748	6.279525226
1749	6.279502923
1750	6.279475532
1751	6.279459902
1752	6.279436111
1753	6.279411709
1754	6.279390629
1755	6.279374222
1756	6.279354265
1757	6.279331024
1758	6.279310461
1759	6.279283311
1760	6.279258257
1761	6.27923989
1762	6.279220701
1763	6.279197478
1764	6.279176091
1765	6.279159743
1766	6.27912147
1767	6.279098457
1768	6.279075579
1769	6.27906023
1770	6.279041035
1771	6.279024494
1772	6.278989775
1773	6.278974766
1774	6.278963344
1775	6.278940187
1776	6.278914942
1777	6.278892035
1778	6.278861786
1779	6.278842891
1780	6.27882475
1781	6.278814156
1782	6.278788325
1783	6.278771095
1784	6.278748418
1785	6.27873344
1786	6.278711271
1787	6.278689396
1788	6.278663429
1789	6.27864068
1790	6.278617751
1791	6.278594485
1792	6.278572338
1793	6.278557273
1794	6.278534852
1795	6.278511513
1796	6.278486628
1797	6.278473849
1798	6.278454337
1799	6.278429513
1800	6.278406757
1801	6.278380586
1802	6.278360792
1803	6.278341467
1804	6.278331938
1805	6.27831346
1806	6.278282713
1807	6.278259061
1808	6.278243355
1809	6.278213789
1810	6.278189035
1811	6.278169109
1812	6.278149667
1813	6.27812983
1814	6.278107066
1815	6.278094574
1816	6.278073809
1817	6.278054231
1818	6.278039089
1819	6.278020025
1820	6.278007017
1821	6.277983501
1822	6.277962492
1823	6.277940731
1824	6.277927556
1825	6.277908629
1826	6.277889375
1827	6.27786565
1828	6.277845083
1829	6.277814575
1830	6.277800432
1831	6.277780107
1832	6.277754774
1833	6.277738809
1834	6.277720889
1835	6.277702951
1836	6.277685293
1837	6.277654373
1838	6.277633732
1839	6.277614637
1840	6.277596365
1841	6.277575978
1842	6.277557908
1843	6.277533067
1844	6.277514595
1845	6.277496954
1846	6.277469848
1847	6.277453844
1848	6.277427211
1849	6.277382352
1850	6.277361205
1851	6.277342067
1852	6.277322279
1853	6.277298607
1854	6.277270547
1855	6.277253063
1856	6.277211932
1857	6.27718906
1858	6.277169942
1859	6.277148937
1860	6.277137546
1861	6.277113751
1862	6.277089933
1863	6.277070745
1864	6.27705544
1865	6.277025669
1866	6.276996988
1867	6.276981648
1868	6.276961608
1869	6.276949478
1870	6.276939759
1871	6.276925316
1872	6.276901285
1873	6.276881864
1874	6.276867491
1875	6.276847851
1876	6.276833566
1877	6.276809447
1878	6.276793144
1879	6.276778203
1880	6.276748347
1881	6.276734815
1882	6.276706959
1883	6.276692679
1884	6.276667588
1885	6.276644696
1886	6.276626884
1887	6.276592449
1888	6.276568448
1889	6.276545728
1890	6.276514852
1891	6.276497764
1892	6.276470848
1893	6.276453177
1894	6.276437945
1895	6.276422547
1896	6.276401799
1897	6.276386187
1898	6.27637275
1899	6.276348608
1900	6.276321489
1901	6.276298859
1902	6.276274629
1903	6.276249733
1904	6.276238401
1905	6.276222011
1906	6.27620246
1907	6.276184607
1908	6.276164631
1909	6.276145206
1910	6.276128414
1911	6.276103941
1912	6.27608138
1913	6.276064792
1914	6.276050093
1915	6.276026903
1916	6.276002352
1917	6.275984483
1918	6.275967498
1919	6.275950374
1920	6.275926414
1921	6.275910613
1922	6.275877025
1923	6.275856443
1924	6.275841021
1925	6.275828107
1926	6.275814094
1927	6.275789144
1928	6.275765102
1929	6.27573559
1930	6.275722667
1931	6.275693259
1932	6.27566509
1933	6.275653621
1934	6.275630671
1935	6.275609073
1936	6.275587393
1937	6.27556923
1938	6.275555723
1939	6.27553585
1940	6.275515292
1941	6.275499989
1942	6.275477037
1943	6.275464461
1944	6.275440381
1945	6.275423642
1946	6.275398274
1947	6.275381556
1948	6.275352829
1949	6.275335321
1950	6.275308672
1951	6.27528799
1952	6.275254386
1953	6.275242766
1954	6.275222728
1955	6.275196082
1956	6.275175968
1957	6.275152734
1958	6.27512854
1959	6.275108707
1960	6.275081862
1961	6.275057009
1962	6.275032811
1963	6.275021028
1964	6.274997443
1965	6.274980149
1966	6.274957213
1967	6.274934824
1968	6.27491713
1969	6.274899255
1970	6.274877341
1971	6.274863756
1972	6.274856089
1973	6.274831051
1974	6.274804457
1975	6.274780397
1976	6.274756271
1977	6.274734131
1978	6.274720592
1979	6.274706896
1980	6.274688491
1981	6.274665612
1982	6.274642474
1983	6.274624691
1984	6.2745793
1985	6.27456536
1986	6.27455022
1987	6.274529638
1988	6.274507543
1989	6.274481171
1990	6.274461403
1991	6.274443818
1992	6.274421596
1993	6.274399267
1994	6.274375036
1995	6.274355856
1996	6.274336175
1997	6.27431049
1998	6.274286861
1999	6.274265271
2000	6.274247101
2001	6.274226514
2002	6.274210222
2003	6.274195976
2004	6.274172056
2005	6.274151706
2006	6.274136614
2007	6.274109213
2008	6.274086544
2009	6.274068849
2010	6.274055188
2011	6.274036529
2012	6.27401708
2013	6.274002708
2014	6.273980296
2015	6.27396525
2016	6.273950045
2017	6.273934191
2018	6.273906845
2019	6.273887321
2020	6.273867322
2021	6.273841353
2022	6.273819713
2023	6.27379547
2024	6.273758286
2025	6.273735539
2026	6.273722614
2027	6.273710831
2028	6.27369433
2029	6.273677075
2030	6.273656452
2031	6.27364013
2032	6.273624371
2033	6.273596263
2034	6.273572747
2035	6.273562683
2036	6.273541249
2037	6.273522492
2038	6.273498057
2039	6.2734835
2040	6.27345536
2041	6.273433509
2042	6.273411206
2043	6.273386656
2044	6.273364672
2045	6.273350965
2046	6.273327699
2047	6.273307441
2048	6.273293567
2049	6.273275985
2050	6.273257021
2051	6.273237964
2052	6.273221094
2053	6.273197111
2054	6.273174298
2055	6.27315461
2056	6.273139035
2057	6.273106811
2058	6.273096929
2059	6.273075221
2060	6.273062695
2061	6.273051193
2062	6.273030359
2063	6.273019193
2064	6.273000658
2065	6.272984069
2066	6.272959115
2067	6.272936838
2068	6.272922283
2069	6.272901485
2070	6.272876732
2071	6.27283987
2072	6.27282778
2073	6.272802699
2074	6.272781419
2075	6.272769291
2076	6.272750753
2077	6.272735265
2078	6.272719656
2079	6.272698221
2080	6.272678332
2081	6.272661313
2082	6.272637863
2083	6.27261496
2084	6.272598906
2085	6.272578247
2086	6.272560573
2087	6.27253761
2088	6.272518185
2089	6.272504501
2090	6.272476009
2091	6.272463209
2092	6.272438556
2093	6.272417916
2094	6.2723968
2095	6.27237349
2096	6.272355936
2097	6.272342341
2098	6.272329299
2099	6.272319727
2100	6.272311394
2101	6.272301172
2102	6.272280015
2103	6.272257263
2104	6.272230391
2105	6.27222037
2106	6.272199385
2107	6.272174582
2108	6.272138939
2109	6.272120923
2110	6.272108142
2111	6.272083308
2112	6.272061654
2113	6.272046279
2114	6.272033629
2115	6.272013125
2116	6.271988386
2117	6.271977605
2118	6.271963789
2119	6.2719504
2120	6.271939537
2121	6.271897712
2122	6.271884107
2123	6.271866215
2124	6.271850409
2125	6.271828777
2126	6.271809336
2127	6.271786897
2128	6.271772285
2129	6.271758789
2130	6.271737987
2131	6.271722779
2132	6.271704716
2133	6.271689146
2134	6.271661163
2135	6.271644074
2136	6.271622377
2137	6.271602866
2138	6.271580784
2139	6.271565734
2140	6.271546301
2141	6.271530065
2142	6.271519302
2143	6.271493558
2144	6.271482258
2145	6.271462444
2146	6.271449703
2147	6.271427966
2148	6.271406521
2149	6.271386604
2150	6.271373855
2151	6.271356762
2152	6.271336761
2153	6.271318735
2154	6.271306585
2155	6.271296946
2156	6.271278818
2157	6.271259972
2158	6.271240072
2159	6.271208204
2160	6.27118766
2161	6.271167789
2162	6.271153754
2163	6.271132265
2164	6.27111284
2165	6.271094975
2166	6.271076228
2167	6.271060379
2168	6.27103729
2169	6.271026459
2170	6.271001054
2171	6.270989549
2172	6.270974464
2173	6.270954169
2174	6.270931778
2175	6.270907326
2176	6.270890208
2177	6.270870199
2178	6.270850992
2179	6.27082939
2180	6.270810019
2181	6.270789528
2182	6.270772413
2183	6.270749834
2184	6.270732822
2185	6.270710501
2186	6.27068945
2187	6.270673711
2188	6.270654578
2189	6.270641905
2190	6.270624981
2191	6.270611201
2192	6.270563205
2193	6.270520178
2194	6.270504125
2195	6.270485555
2196	6.2704694
2197	6.270453547
2198	6.27043046
2199	6.270409171
2200	6.270375361
2201	6.270362341
2202	6.270345635
2203	6.270330901
2204	6.270309613
2205	6.27029989
2206	6.270282969
2207	6.270273593
2208	6.270256972
2209	6.270238648
2210	6.270228015
2211	6.270213175
2212	6.27019765
2213	6.270169951
2214	6.270153509
2215	6.270139883
2216	6.270112928
2217	6.270100744
2218	6.270088698
2219	6.270073873
2220	6.270062031
2221	6.270041235
2222	6.270015344
2223	6.269998635
2224	6.269986094
2225	6.269962312
2226	6.269938791
2227	6.269919197
2228	6.269900602
2229	6.269881866
2230	6.269858982
2231	6.269846908
2232	6.269829526
2233	6.269814786
2234	6.269781633
2235	6.269753643
2236	6.269739969
2237	6.269724711
2238	6.269711375
2239	6.269692024
2240	6.269667825
2241	6.269641828
2242	6.269620328
2243	6.269602858
2244	6.269587962
2245	6.269578174
2246	6.269555528
2247	6.269545401
2248	6.269525155
2249	6.269508083
2250	6.269488003
2251	6.269463144
2252	6.269450812
2253	6.26943828
2254	6.269400906
2255	6.269381544
2256	6.269365303
2257	6.26934298
2258	6.269326589
2259	6.269306965
2260	6.269286474
2261	6.269265933
2262	6.269247127
2263	6.269233097
2264	6.26921613
2265	6.269201152
2266	6.269182835
2267	6.269163808
2268	6.269144039
2269	6.269111961
2270	6.269093013
2271	6.269071605
2272	6.269059146
2273	6.269032381
2274	6.269021714
2275	6.269011699
2276	6.268996382
2277	6.268984877
2278	6.268971316
2279	6.268929234
2280	6.268908421
2281	6.268898971
2282	6.268882751
2283	6.268864008
2284	6.268839904
2285	6.268826181
2286	6.268797789
2287	6.268782807
2288	6.268764272
2289	6.268745726
2290	6.2687262
2291	6.268712832
2292	6.268683083
2293	6.268661996
2294	6.268641224
2295	6.268620443
2296	6.268601679
2297	6.268584201
2298	6.268567163
2299	6.268549138
2300	6.268533668
2301	6.268517493
2302	6.268499155
2303	6.268484192
2304	6.268459462
2305	6.268442988
2306	6.268423998
2307	6.268406036
2308	6.268391376
2309	6.268359473
2310	6.268347021
2311	6.268329438
2312	6.26831588
2313	6.268300962
2314	6.268288397
2315	6.268273218
2316	6.268253061
2317	6.268239034
2318	6.268219707
2319	6.268200794
2320	6.268184747
2321	6.268158387
2322	6.268139251
2323	6.268114945
2324	6.268100116
2325	6.268079901
2326	6.268067309
2327	6.268049527
2328	6.268032091
2329	6.268018657
2330	6.267999706
2331	6.267979525
2332	6.267957753
2333	6.267941671
2334	6.267922562
2335	6.26791167
2336	6.267892329
2337	6.267872505
2338	6.267828227
2339	6.267807313
2340	6.267791574
2341	6.267776722
2342	6.267755326
2343	6.267735955
2344	6.267717291
2345	6.267696137
2346	6.267678573
2347	6.267671208
2348	6.267657138
2349	6.26764456
2350	6.267622472
2351	6.267596169
2352	6.267580873
2353	6.267562556
2354	6.267545774
2355	6.267523178
2356	6.267507453
2357	6.267491494
2358	6.267468396
2359	6.267460493
2360	6.267445384
2361	6.267432409
2362	6.267420162
2363	6.267398054
2364	6.267383255
2365	6.267363672
2366	6.267347325
2367	6.267331501
2368	6.267317813
2369	6.267301833
2370	6.267282887
2371	6.267263991
2372	6.267249989
2373	6.267228367
2374	6.26721182
2375	6.26718455
2376	6.267165882
2377	6.267153112
2378	6.267132056
2379	6.267118925
2380	6.26710803
2381	6.267094627
2382	6.267077586
2383	6.267066558
2384	6.267051808
2385	6.267033162
2386	6.267017688
2387	6.26700076
2388	6.266977606
2389	6.266958124
2390	6.266948224
2391	6.266933152
2392	6.266914848
2393	6.266895929
2394	6.266876457
2395	6.266860882
2396	6.26684348
2397	6.26682836
2398	6.266805298
2399	6.266783698
2400	6.266768679
2401	6.266751945
2402	6.266735514
2403	6.266721906
2404	6.266696778
2405	6.266684024
2406	6.266664524
2407	6.266643948
2408	6.266629846
2409	6.266609066
2410	6.266597157
2411	6.266580774
2412	6.266560424
2413	6.26654503
2414	6.266525867
2415	6.266511598
2416	6.26649866
2417	6.266483579
2418	6.266455773
2419	6.266437747
2420	6.266422556
2421	6.266408356
2422	6.266389751
2423	6.266371334
2424	6.26635493
2425	6.266337062
2426	6.266313004
2427	6.266292842
2428	6.266279735
2429	6.266265476
2430	6.266245143
2431	6.266222025
2432	6.266204111
2433	6.266182437
2434	6.266168004
2435	6.266152711
2436	6.266135912
2437	6.266120398
2438	6.266089215
2439	6.266075429
2440	6.266065739
2441	6.266056166
2442	6.266041926
2443	6.266022158
2444	6.266009926
2445	6.265990574
2446	6.265978566
2447	6.265967228
2448	6.265945946
2449	6.265935877
2450	6.265918294
2451	6.265903789
2452	6.26588132
2453	6.265862191
2454	6.265852044
2455	6.265837942
2456	6.265817389
2457	6.265802602
2458	6.265776108
2459	6.26576682
2460	6.265730005
2461	6.265713144
2462	6.265699806
2463	6.265683041
2464	6.265661173
2465	6.265646815
2466	6.265636454
2467	6.265618587
2468	6.265596464
2469	6.265568778
2470	6.265553797
2471	6.265537963
2472	6.265522012
2473	6.265502459
2474	6.265484509
2475	6.265470598
2476	6.26544287
2477	6.265429949
2478	6.265414947
2479	6.265397598
2480	6.265385321
2481	6.265375139
2482	6.265362814
2483	6.26533998
2484	6.265329147
2485	6.26530208
2486	6.265290036
2487	6.265269805
2488	6.265256523
2489	6.265239984
2490	6.265227498
2491	6.265206221
2492	6.265186207
2493	6.265156865
2494	6.265136077
2495	6.265126718
2496	6.265111657
2497	6.265099924
2498	6.265079324
2499	6.265064118
2500	6.265049601
2501	6.265032832
2502	6.265014677
2503	6.264996414
2504	6.264985049
2505	6.264968533
2506	6.264954504
2507	6.264938575
2508	6.264915403
2509	6.264893485
2510	6.264875525
2511	6.264863874
2512	6.264841557
2513	6.264824088
2514	6.264811431
2515	6.264791341
2516	6.264772169
2517	6.264752799
2518	6.264738602
2519	6.264712909
2520	6.264699808
2521	6.264686045
2522	6.264674246
2523	6.264657608
2524	6.264618228
2525	6.264608309
2526	6.264593468
2527	6.264573502
2528	6.264558016
2529	6.264539324
2530	6.264525887
2531	6.264511345
2532	6.264489124
2533	6.264471403
2534	6.264458546
2535	6.264435882
2536	6.264413528
2537	6.264393595
2538	6.264377605
2539	6.264364057
2540	6.264345847
2541	6.264327231
2542	6.26430307
2543	6.26428489
2544	6.26427071
2545	6.264259253
2546	6.264235127
2547	6.264214134
2548	6.264194079
2549	6.264176602
2550	6.264156591
2551	6.264137227
2552	6.264121013
2553	6.264099741
2554	6.264090874
2555	6.264077155
2556	6.26406515
2557	6.26404491
2558	6.264023088
2559	6.264010637
2560	6.26399913
2561	6.26398167
2562	6.263957028
2563	6.263939667
2564	6.263918743
2565	6.263905155
2566	6.263888834
2567	6.263867127
2568	6.263855336
2569	6.263819327
2570	6.263803013
2571	6.263784942
2572	6.263773725
2573	6.263761775
2574	6.263741796
2575	6.263719935
2576	6.263706551
2577	6.263689412
2578	6.263676509
2579	6.263663168
2580	6.263647997
2581	6.263630706
2582	6.263619184
2583	6.263605083
2584	6.263592242
2585	6.263576544
2586	6.26356124
2587	6.263546992
2588	6.263526796
2589	6.263512051
2590	6.263495222
2591	6.263485175
2592	6.263468452
2593	6.263442369
2594	6.263427896
2595	6.263412829
2596	6.263389792
2597	6.263370845
2598	6.263350248
2599	6.263336829
2600	6.263330903
2601	6.263318504
2602	6.263309258
2603	6.263293496
2604	6.263281392
2605	6.26327087
2606	6.26326155
2607	6.263240191
2608	6.263222772
2609	6.263208425
2610	6.263195275
2611	6.263172591
2612	6.263154257
2613	6.263141321
2614	6.263121686
2615	6.263111031
2616	6.263094626
2617	6.263072422
2618	6.263051742
2619	6.263031393
2620	6.263022403
2621	6.263005922
2622	6.26299364
2623	6.262981293
2624	6.2629663
2625	6.262950215
2626	6.26293527
2627	6.262913044
2628	6.262891003
2629	6.26287856
2630	6.262865783
2631	6.262845127
2632	6.262832594
2633	6.262813055
2634	6.262795067
2635	6.262775143
2636	6.262758176
2637	6.262739091
2638	6.262722923
2639	6.262710393
2640	6.262690217
2641	6.262676904
2642	6.262653468
2643	6.262634378
2644	6.262618997
2645	6.262598398
2646	6.262585758
2647	6.262569146
2648	6.262554607
2649	6.26253629
2650	6.262516076
2651	6.262502291
2652	6.262489377
2653	6.262469793
2654	6.262454043
2655	6.262437985
2656	6.26241116
2657	6.262396596
2658	6.262363787
2659	6.262350407
2660	6.262334082
2661	6.262314766
2662	6.262298715
2663	6.26228166
2664	6.262268695
2665	6.262257536
2666	6.262249276
2667	6.26223068
2668	6.262216057
2669	6.262200444
2670	6.262183741
2671	6.262168137
2672	6.262152145
2673	6.262142507
2674	6.262129233
2675	6.262114191
2676	6.2620989
2677	6.262086522
2678	6.262068415
2679	6.262055504
2680	6.262044401
2681	6.262027804
2682	6.262011798
2683	6.262001795
2684	6.26198933
2685	6.26197688
2686	6.261958149
2687	6.261941938
2688	6.261912189
2689	6.261893156
2690	6.261875437
2691	6.26185826
2692	6.26184206
2693	6.261831323
2694	6.261817708
2695	6.261800236
2696	6.26177935
2697	6.261758352
2698	6.26173411
2699	6.261716748
2700	6.261697936
2701	6.261685551
2702	6.261665344
2703	6.261645539
2704	6.261628141
2705	6.261613962
2706	6.261597121
2707	6.261576997
2708	6.261561803
2709	6.26154571
2710	6.261529531
2711	6.261515115
2712	6.261497993
2713	6.261484693
2714	6.261466629
2715	6.261452879
2716	6.261437785
2717	6.261415416
2718	6.261407491
2719	6.261390663
2720	6.261377758
2721	6.261358365
2722	6.261345824
2723	6.261330524
2724	6.261308704
2725	6.261285637
2726	6.261268058
2727	6.261249891
2728	6.261240143
2729	6.261223587
2730	6.261209994
2731	6.261194384
2732	6.261181438
2733	6.261165651
2734	6.261155659
2735	6.26113841
2736	6.261129675
2737	6.261112629
2738	6.261093925
2739	6.26108457
2740	6.261065926
2741	6.261050667
2742	6.261031107
2743	6.261014137
2744	6.260996635
2745	6.260988122
2746	6.260975951
2747	6.260958004
2748	6.260943079
2749	6.260920473
2750	6.26090443
2751	6.260890206
2752	6.260884215
2753	6.260866455
2754	6.260852373
2755	6.260841115
2756	6.26081535
2757	6.260805739
2758	6.260785271
2759	6.26077055
2760	6.260761917
2761	6.260740404
2762	6.260721276
2763	6.260704812
2764	6.260690442
2765	6.260671926
2766	6.260655328
2767	6.26064359
2768	6.260636267
2769	6.260608784
2770	6.26059225
2771	6.260573685
2772	6.260554874
2773	6.260533841
2774	6.260515479
2775	6.260504304
2776	6.260481943
2777	6.260466766
2778	6.260452976
2779	6.260438711
2780	6.260425164
2781	6.260413533
2782	6.26039773
2783	6.260380116
2784	6.26035966
2785	6.260343451
2786	6.260326128
2787	6.260312554
2788	6.260299188
2789	6.260281279
2790	6.260263902
2791	6.260245545
2792	6.260220525
2793	6.260206048
2794	6.260193714
2795	6.260177203
2796	6.260160285
2797	6.260145559
2798	6.260126406
2799	6.260114749
2800	6.260106664
2801	6.26009099
2802	6.260070821
2803	6.2600471
2804	6.26002943
2805	6.260015443
2806	6.259996674
2807	6.259980457
2808	6.259962836
2809	6.259946279
2810	6.259925488
2811	6.259912124
2812	6.259894192
2813	6.259874058
2814	6.259854651
2815	6.259835338
2816	6.259819431
2817	6.259801135
2818	6.25978992
2819	6.259776315
2820	6.259761852
2821	6.259745373
2822	6.259734706
2823	6.259716943
2824	6.259698151
2825	6.259683975
2826	6.259664487
2827	6.259642865
2828	6.25963385
2829	6.259616288
2830	6.259597348
2831	6.259582528
2832	6.25957324
2833	6.259561352
2834	6.259546431
2835	6.259526325
2836	6.259516132
2837	6.259510391
2838	6.259497815
2839	6.259484197
2840	6.259459501
2841	6.259442901
2842	6.259425543
2843	6.259409514
2844	6.259394984
2845	6.25937754
2846	6.259363328
2847	6.259354502
2848	6.259338327
2849	6.259315802
2850	6.259296398
2851	6.259275687
2852	6.259248194
2853	6.25923199
2854	6.25921895
2855	6.259204756
2856	6.259193499
2857	6.25917148
2858	6.259148257
2859	6.259133017
2860	6.259117892
2861	6.259107876
2862	6.259083236
2863	6.259063751
2864	6.259057457
2865	6.259029314
2866	6.259013425
2867	6.259000768
2868	6.258991042
2869	6.25896922
2870	6.25895391
2871	6.258938258
2872	6.258926764
2873	6.258905916
2874	6.258887836
2875	6.258873585
2876	6.258859001
2877	6.258842328
2878	6.258826896
2879	6.258814777
2880	6.258796808
2881	6.258783134
2882	6.258763575
2883	6.258751579
2884	6.258730911
2885	6.258717915
2886	6.258697042
2887	6.258679179
2888	6.258666776
2889	6.258645755
2890	6.258625671
2891	6.258609101
2892	6.258599684
2893	6.258585677
2894	6.258569902
2895	6.258558376
2896	6.258520633
2897	6.258504594
2898	6.25849207
2899	6.25848192
2900	6.258474486
2901	6.258463131
2902	6.258445803
2903	6.258432155
2904	6.258413033
2905	6.258395524
2906	6.258380917
2907	6.25836756
2908	6.258349029
2909	6.25832962
2910	6.258317353
2911	6.258304952
2912	6.258296052
2913	6.258281488
2914	6.258264651
2915	6.258247177
2916	6.258230897
2917	6.258220347
2918	6.258201164
2919	6.258185432
2920	6.258173582
2921	6.258160134
2922	6.258140833
2923	6.258125577
2924	6.258096475
2925	6.258081931
2926	6.258025744
2927	6.258009764
2928	6.257997568
2929	6.257980096
2930	6.257968768
2931	6.257946775
2932	6.257931567
2933	6.257915106
2934	6.257899053
2935	6.257884602
2936	6.257867546
2937	6.257847884
2938	6.257830846
2939	6.257819506
2940	6.257805702
2941	6.25778411
2942	6.257764684
2943	6.257751071
2944	6.257736069
2945	6.257725015
2946	6.257706084
2947	6.257694048
2948	6.257682309
2949	6.257664026
2950	6.257653635
2951	6.257625055
2952	6.257612224
2953	6.257595587
2954	6.257558694
2955	6.257534317
2956	6.257524485
2957	6.25750636
2958	6.257489803
2959	6.257479822
2960	6.2574539
2961	6.2574379
2962	6.257427145
2963	6.257417651
2964	6.25740576
2965	6.257376626
2966	6.257363848
2967	6.257348424
2968	6.257334644
2969	6.257321266
2970	6.257306434
2971	6.257293645
2972	6.257275519
2973	6.257266167
2974	6.257253746
2975	6.257240618
2976	6.257228862
2977	6.257215319
2978	6.257195646
2979	6.257175965
2980	6.25716205
2981	6.257142953
2982	6.257123603
2983	6.257113756
2984	6.257097947
2985	6.25708529
2986	6.25707082
2987	6.25705552
2988	6.25704268
2989	6.257032109
2990	6.257013791
2991	6.257007549
2992	6.256997656
2993	6.256986622
2994	6.256970103
2995	6.256957108
2996	6.256940742
2997	6.256931694
2998	6.25691744
2999	6.256900838
