iter	MAE
1058	6.297280182
1059	6.297243698
1060	6.29722019
1061	6.297185616
1062	6.297151895
1063	6.297124144
1064	6.297085935
1065	6.297053347
1066	6.297022106
1067	6.297002663
1068	6.296962103
1069	6.296922216
1070	6.296905817
1071	6.29686587
1072	6.296839215
1073	6.296823517
1074	6.296798395
1075	6.296770689
1076	6.296732823
1077	6.296698773
1078	6.296675315
1079	6.296640878
1080	6.296622995
1081	6.29659698
1082	6.296566124
1083	6.296505739
1084	6.296472545
1085	6.29644377
1086	6.296420314
1087	6.296372663
1088	6.296336697
1089	6.296306247
1090	6.296261605
1091	6.296242426
1092	6.296209954
1093	6.296187556
1094	6.296165771
1095	6.296123423
1096	6.296098914
1097	6.296076369
1098	6.296038693
1099	6.295992631
1100	6.295953185
1101	6.295920213
1102	6.295893736
1103	6.295872955
1104	6.295840503
1105	6.295809706
1106	6.295782741
1107	6.295756653
1108	6.295714096
1109	6.295686322
1110	6.295650058
1111	6.295626364
1112	6.295592611
1113	6.295564388
1114	6.295526736
1115	6.29549138
1116	6.295456603
1117	6.295411485
1118	6.295392839
1119	6.295342965
1120	6.295320683
1121	6.29528526
1122	6.295257787
1123	6.29522946
1124	6.29519713
1125	6.295156064
1126	6.295110402
1127	6.295061219
1128	6.29502942
1129	6.29500429
1130	6.294967847
1131	6.294937245
1132	6.294916496
1133	6.294901108
1134	6.294875732
1135	6.294846652
1136	6.294827053
1137	6.294793992
1138	6.294755749
1139	6.294722017
1140	6.29468555
1141	6.294643415
1142	6.294619313
1143	6.294589442
1144	6.294570371
1145	6.294538264
1146	6.294509241
1147	6.294490429
1148	6.294457809
1149	6.29442596
1150	6.294399619
1151	6.294368801
1152	6.294327212
1153	6.294287561
1154	6.294256897
1155	6.294225151
1156	6.294201063
1157	6.294173007
1158	6.294134033
1159	6.294114235
1160	6.294083787
1161	6.294065917
1162	6.29404777
1163	6.294029196
1164	6.293993948
1165	6.293970917
1166	6.293940834
1167	6.293904432
1168	6.293877133
1169	6.293849802
1170	6.293834539
1171	6.293797706
1172	6.293773714
1173	6.293754864
1174	6.293722411
1175	6.293694379
1176	6.293667496
1177	6.293645033
1178	6.293619328
1179	6.293582369
1180	6.293541515
1181	6.293519149
1182	6.293487875
1183	6.293459583
1184	6.293440154
1185	6.293404506
1186	6.293375862
1187	6.293342797
1188	6.293307505
1189	6.293280705
1190	6.293256052
1191	6.293230725
1192	6.293193355
1193	6.293163486
1194	6.29314055
1195	6.293108304
1196	6.293079796
1197	6.293058044
1198	6.29300248
1199	6.292984763
1200	6.292961972
1201	6.29292987
1202	6.29288869
1203	6.292851433
1204	6.292824984
1205	6.292793792
1206	6.292770297
1207	6.29273743
1208	6.292719006
1209	6.292696757
1210	6.292671453
1211	6.292649827
1212	6.292628252
1213	6.292595084
1214	6.292576573
1215	6.292551692
1216	6.292531049
1217	6.292508234
1218	6.292477193
1219	6.292455075
1220	6.292423946
1221	6.292394379
1222	6.292364605
1223	6.292328054
1224	6.292279559
1225	6.292242268
1226	6.292217812
1227	6.292180585
1228	6.292147142
1229	6.292117173
1230	6.292093329
1231	6.292059085
1232	6.292031765
1233	6.292001417
1234	6.291968748
1235	6.291939112
1236	6.291927769
1237	6.291905449
1238	6.291872045
1239	6.291830196
1240	6.291808903
1241	6.291777141
1242	6.29174867
1243	6.29171937
1244	6.29170171
1245	6.29167496
1246	6.291651755
1247	6.29161854
1248	6.291597321
1249	6.291570154
1250	6.291533109
1251	6.291509126
1252	6.291464134
1253	6.291444861
1254	6.291424493
1255	6.29140422
1256	6.291369917
1257	6.291342682
1258	6.291322888
1259	6.291298081
1260	6.291266111
1261	6.291234143
1262	6.291208106
1263	6.291172915
1264	6.29113979
1265	6.291111627
1266	6.291087293
1267	6.291057964
1268	6.291022851
1269	6.291010383
1270	6.290985098
1271	6.29096579
1272	6.290953488
1273	6.290936195
1274	6.290910249
1275	6.290877872
1276	6.290857015
1277	6.290824345
1278	6.290789376
1279	6.29077206
1280	6.290756964
1281	6.290725273
1282	6.290690935
1283	6.290669511
1284	6.290656586
1285	6.290631574
1286	6.290599239
1287	6.290583545
1288	6.290552174
1289	6.290526466
1290	6.290511703
1291	6.290481518
1292	6.290439794
1293	6.290411629
1294	6.290372744
1295	6.290342206
1296	6.29032494
1297	6.290303416
1298	6.29026831
1299	6.290241445
1300	6.290217305
1301	6.290184181
1302	6.290157613
1303	6.290128785
1304	6.290102138
1305	6.290078969
1306	6.290053442
1307	6.290026226
1308	6.289999611
1309	6.289980796
1310	6.289966653
1311	6.289940374
1312	6.289905589
1313	6.289880449
1314	6.289858626
1315	6.289832236
1316	6.289805186
1317	6.289790164
1318	6.289773105
1319	6.289751774
1320	6.289730642
1321	6.289705888
1322	6.289678651
1323	6.289639941
1324	6.289601706
1325	6.289569114
1326	6.289549046
1327	6.28952069
1328	6.28949283
1329	6.289463248
1330	6.289428738
1331	6.289404716
1332	6.28937576
1333	6.2893489
1334	6.289328751
1335	6.28931347
1336	6.289286927
1337	6.289260747
1338	6.289227012
1339	6.28920953
1340	6.289185575
1341	6.289152365
1342	6.289133359
1343	6.289115857
1344	6.289088338
1345	6.289068591
1346	6.289047244
1347	6.289022546
1348	6.28899721
1349	6.288969856
1350	6.288950531
1351	6.288934602
1352	6.288908073
1353	6.288888076
1354	6.288863279
1355	6.288834209
1356	6.288803089
1357	6.288780511
1358	6.288756924
1359	6.28872306
1360	6.288700605
1361	6.288668687
1362	6.288650107
1363	6.288627232
1364	6.288597082
1365	6.288570147
1366	6.288536266
1367	6.288516867
1368	6.288493727
1369	6.288470952
1370	6.288442115
1371	6.288406265
1372	6.288386395
1373	6.288368134
1374	6.288335913
1375	6.28831545
1376	6.288291599
1377	6.288261627
1378	6.288231955
1379	6.288205732
1380	6.288172135
1381	6.288149938
1382	6.288117809
1383	6.288089885
1384	6.288064871
1385	6.288031373
1386	6.287998449
1387	6.287974944
1388	6.287943462
1389	6.287923241
1390	6.287890801
1391	6.28786279
1392	6.287847494
1393	6.287831407
1394	6.287802104
1395	6.287772187
1396	6.287742255
1397	6.287712883
1398	6.287687545
1399	6.287673999
1400	6.287646412
1401	6.287628629
1402	6.287601963
1403	6.287569425
1404	6.287535618
1405	6.287507645
1406	6.287487964
1407	6.287462031
1408	6.287443541
1409	6.287422505
1410	6.287398457
1411	6.287366665
1412	6.287348004
1413	6.287330825
1414	6.28730753
1415	6.287281575
1416	6.287262549
1417	6.28723974
1418	6.287209906
1419	6.28718229
1420	6.287154776
1421	6.287130043
1422	6.28710873
1423	6.287084799
1424	6.287066572
1425	6.287040813
1426	6.287021211
1427	6.286999788
1428	6.286968121
1429	6.286940563
1430	6.286917883
1431	6.286895999
1432	6.286849193
1433	6.286828032
1434	6.286796609
1435	6.286770008
1436	6.286746738
1437	6.286715783
1438	6.286691272
1439	6.286668897
1440	6.286641788
1441	6.286599273
1442	6.286570927
1443	6.286543415
1444	6.286518211
1445	6.286499177
1446	6.286459317
1447	6.286446038
1448	6.286423823
1449	6.286392004
1450	6.286368865
1451	6.286341075
1452	6.286312883
1453	6.286275492
1454	6.286246947
1455	6.286219308
1456	6.286198663
1457	6.286175511
1458	6.286148763
1459	6.286120168
1460	6.286093434
1461	6.286071342
1462	6.286044196
1463	6.286016616
1464	6.285997131
1465	6.285973397
1466	6.285945497
1467	6.285918199
1468	6.285891089
1469	6.285874036
1470	6.285850767
1471	6.285827728
1472	6.285807915
1473	6.285776636
1474	6.285751716
1475	6.285733111
1476	6.285708554
1477	6.285680652
1478	6.285651605
1479	6.285629625
1480	6.285601307
1481	6.285585683
1482	6.285561516
1483	6.285540371
1484	6.285518852
1485	6.28549535
1486	6.285473827
1487	6.285442365
1488	6.28541347
1489	6.285392099
1490	6.285371798
1491	6.285360949
1492	6.285327903
1493	6.285308775
1494	6.285283916
1495	6.285259131
1496	6.285236867
1497	6.285209584
1498	6.285178539
1499	6.285163478
1500	6.285118386
1501	6.285095364
1502	6.285070809
1503	6.285044578
1504	6.285018125
1505	6.284991278
1506	6.284973309
1507	6.284952672
1508	6.284927426
1509	6.284908162
1510	6.284891277
1511	6.284860344
1512	6.284840088
1513	6.284825365
1514	6.28478661
1515	6.284752455
1516	6.284736411
1517	6.284706203
1518	6.284688281
1519	6.28466769
1520	6.284639767
1521	6.284616442
1522	6.284600018
1523	6.284576615
1524	6.284529678
1525	6.284502692
1526	6.284485739
1527	6.284459869
1528	6.284442584
1529	6.284412319
1530	6.2843949
1531	6.284374593
1532	6.28434721
1533	6.284320505
1534	6.284291061
1535	6.284273404
1536	6.284253431
1537	6.284234782
1538	6.284213885
1539	6.284184284
1540	6.284167165
1541	6.284144333
1542	6.284123713
1543	6.284099499
1544	6.284083352
1545	6.284057412
1546	6.284031568
1547	6.284015544
1548	6.283990729
1549	6.283965709
1550	6.28394946
1551	6.283918959
1552	6.283898551
1553	6.283868763
1554	6.283850017
1555	6.283823131
1556	6.283800544
1557	6.283773607
1558	6.283747234
1559	6.2837359
1560	6.283706699
1561	6.283694293
1562	6.283665966
1563	6.283649511
1564	6.283626525
1565	6.283597771
1566	6.283575512
1567	6.283553355
1568	6.283534514
1569	6.283513109
1570	6.283481008
1571	6.283452855
1572	6.283427952
1573	6.283408696
1574	6.283393481
1575	6.283380522
1576	6.283356247
1577	6.283342792
1578	6.283323279
1579	6.283299594
1580	6.283267498
1581	6.283237985
1582	6.283211726
1583	6.283187251
1584	6.283171518
1585	6.283148453
1586	6.283131716
1587	6.283096766
1588	6.283075768
1589	6.283050764
1590	6.283032065
1591	6.283005292
1592	6.282981505
1593	6.282955094
1594	6.282939296
1595	6.28291956
1596	6.282894414
1597	6.282863907
1598	6.282835864
1599	6.282809818
1600	6.282784369
1601	6.282768997
1602	6.282756764
1603	6.282735831
1604	6.282710241
1605	6.282695321
1606	6.282672722
1607	6.282651613
1608	6.282625996
1609	6.282605267
1610	6.282582055
1611	6.282566144
1612	6.282544237
1613	6.282479699
1614	6.282454221
1615	6.282426956
1616	6.282401349
1617	6.282369972
1618	6.282348185
1619	6.282322118
1620	6.282295762
1621	6.282280359
1622	6.282252667
1623	6.2822324
1624	6.282207519
1625	6.282191023
1626	6.282169681
1627	6.282153345
1628	6.282136314
1629	6.282111283
1630	6.282093275
1631	6.282060584
1632	6.282045999
1633	6.282024438
1634	6.282000002
1635	6.281973598
1636	6.281952826
1637	6.281935081
1638	6.281910119
1639	6.28189439
1640	6.281883339
1641	6.281857618
1642	6.281835601
1643	6.281816728
1644	6.281790565
1645	6.281761336
1646	6.281747648
1647	6.281727603
1648	6.281708726
1649	6.281684697
1650	6.281666797
1651	6.28164467
1652	6.281622532
1653	6.281603989
1654	6.28158706
1655	6.281556957
1656	6.281519834
1657	6.281503821
1658	6.281476649
1659	6.281459565
1660	6.281440979
1661	6.28142145
1662	6.2814086
1663	6.28138003
1664	6.281360394
